Sr_No,Date,Startup_name,Industry_Vertical,SubVertical,City_Location,Investors_name,Investment_Type,Remarks,Amount_USD
2280,27-11-15,Fastudent,Education Content etailer,Not specified,Noida,Ashish Gupta,Seed Funding,Not specified,0
2281,27-11-15,LearnOn,Clud based Learning platform,Not specified,ChenNot specifiedi,JMR Infotech India Pvt Ltd,Seed Funding,Not specified,0
2282,27-11-15,Talentrack,Talent Exchange & Talent Services Marketplace,Not specified,New Delhi,Unigrowth Inc,Seed Funding,Not specified,0
2279,27-11-15,JustRide,Self Driven Rental Car Platform,Not specified,Mumbai,Not specified,Private Equity,Pre-Series A bridge round,2
2283,28-11-15,M-TAXI,Two-Wheeler Taxi Service,Not specified,Gurugram,"Mandeep Singh, Jairaj Singh",Seed Funding,Not specified,0
2286,30-11-15,MoMagic,Mobile Application Developer,Not specified,New Delhi,FIH Mobile Ltd,Private Equity,Strategic Investment,0
2288,30-11-15,Butterfly Interactive,extra curricular activities marketplace app,Not specified,New Delhi,Undisclosed investors,Seed Funding,Not specified,0
2289,30-11-15,Bro4U,Hyperlocal Online Home services provider,Not specified,Bangalore,Sargod Ventures,Seed Funding,Not specified,0
2285,30-11-15,Superhero Brands,character merchandize sales platform,Not specified,Mumbai,DSG Consumer Partners,Seed Funding,Not specified,0.54
2284,30-11-15,Baxi,Two-Wheeler Taxi Service,Not specified,Gurugram,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,Not specified,1.45
2287,30-11-15,QikPod,Ecommerce Delivery locker services,Not specified,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,Series A,9
2110,01-12-15,Black White Orange,Brand Licensing Startup,Not specified,Mumbai,YouWeCan Ventures,Seed Funding,Not specified,0
2111,01-12-15,Bite Club,Gourmet Food Discovery & Delivery platform,Not specified,Gurugram,growX ventures,Private Equity,Pre-Series A,0
2114,01-12-15,Zapluk,"Health, Wellness & Beauty Services App",Not specified,Hyderabad,Not specified,Seed Funding,Not specified,0
2113,01-12-15,Wigzo,Enterprise Marketing Automation platform,Not specified,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,Pre-Series A,0.5
2109,01-12-15,CollegeDekho,Online Education Information platform,Not specified,Jaipur,GirNot specifiedrSoft,Seed Funding,Not specified,1
2115,01-12-15,Godof Hospitals,Digital Healthcare,Not specified,New Delhi,Pankaj Gupta,Seed Funding,Not specified,2
2112,01-12-15,Patel Logistics,Transportation & Logistics Platform,Not specified,Mumbai,Frontline Strategy,Private Equity,Not specified,5.6
2117,02-12-15,Kaaryah,Womens Fashion Wear Portal,Not specified,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,Pre-Series A,0
2116,02-12-15,RoomsTonite,Last Minute Hotel Booking App,Not specified,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali KrishNot specified",Seed Funding,Not specified,1.5
2118,03-12-15,ANot specifiedkage,Product Learning platform,Not specified,Bangalore,CIO Angel Network (CAN),Seed Funding,Not specified,0
2121,03-12-15,Eckovation,Social Learning Platform,Not specified,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,Not specified,0
2122,03-12-15,Fitcircle,Social Fitness platform,Not specified,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,Pre-Series A,0
2119,03-12-15,EasyKhaaNot specified,Online Food ordering & Delivery platform,Not specified,New Delhi,Undisclosed investors,Seed Funding,Not specified,0.1
2120,03-12-15,Shuttl,App based Bus Pooling Services,Not specified,Gurugram,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,Series B,20
2126,04-12-15,Splitkart,Splitting Bills Mobile App,Not specified,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,Not specified,0
2123,04-12-15,AppLop,On Demand Mobile app developer,Not specified,Kolkata,GHV Accelerator,Seed Funding,Not specified,0.1
2124,04-12-15,CaRPM,Car MainteNot specifiedce & MaNot specifiedgement mobile app,Not specified,Gurugram,GHV Accelerator,Seed Funding,Not specified,0.1
2125,04-12-15,NDTV Wedding portal,Online Wedding Marketplace,Not specified,New Delhi,CerraCap,Private Equity,Series A,20
2127,07-12-15,ZeNot specifiedtix,IOT Energy MaNot specifiedgement ANot specifiedlytics platform,Not specified,Gurugram,Blume Ventures,Private Equity,Pre-Series A,0
2130,07-12-15,Vlurn,eLearning platform,Not specified,Mumbai,Vidyadhar Sarfare,Seed Funding,Not specified,0
2132,07-12-15,Coolshare,Cab Sharing service Mobile app,Not specified,Mumbai,Gopal Aggarwal,Seed Funding,Not specified,0.1
2131,07-12-15,Leaf Wearables,Smart Safety Wearable Devices,Not specified,New Delhi,"Ajeet KhuraNot specified Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,Not specified,0.25
2128,07-12-15,CustomFurnish,Custom Made furniture e-tailer,Not specified,Hyderabad,Agnus Capital,Private Equity,Series A,4.5
2129,07-12-15,Faasos,QSR Chain,Not specified,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,Series C,30
2133,08-12-15,mFicient,Cloud Enterprise Mobility Platform,Not specified,New Delhi,Undisclosed investors,Seed Funding,Not specified,0
2134,08-12-15,HeyBiz,Online Shopping Assistant Mobile app,Not specified,New Delhi,Shopclues,Seed Funding,Strategic Funding,0
2135,08-12-15,Yumist,Home Cooked Food Order & Delivery platform,Not specified,Gurugram,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,Series A,2
2137,09-12-15,JoeHukum,Chat based persoNot specifiedl Assistant App,Not specified,Gurugram,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,Not specified,0
2140,09-12-15,JumboBasket,eCommerce returns etailer,Not specified,Chandigarh,Chandigarh Angels Network,Seed Funding,Not specified,0
2138,09-12-15,Voxweb,Picture creation & Social mobile app,Not specified,Mumbai,Undisclosed Investor,Seed Funding,Not specified,0.35
2136,09-12-15,Jigsaw Academy,Online School for ANot specifiedlytics learning,Not specified,Bangalore,Manipal Global Education Services,Private Equity,Series A,3
2139,09-12-15,Aye FiNot specifiedce,Nonbanking fiNot specifiedce company,Not specified,New Delhi,"SAIF Partners, Accion",Private Equity,Series B,3
2146,10-12-15,Stay Simple Resorts,Holiday Resort Chain,Not specified,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,Not specified,0
2143,10-12-15,PropheSee,Digital ANot specifiedlytics Platform,Not specified,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,Not specified,0.5
2144,10-12-15,i2e1,Internet Network Infrastructure Services,Not specified,New Delhi,GrowX Ventures,Seed Funding,Not specified,0.5
2147,10-12-15,Paynear,Mobile Point of Sale solutions,Not specified,Hyderabad,Mitesh Majithia,Private Equity,Pre-Series A,2.5
2142,10-12-15,HomeStudio,Online Branded Furniture etailer,Not specified,Bangalore,Bren Corporation,Private Equity,Series A,5
2145,10-12-15,Holisol Logistics,Supply Chain & Logistics Solutions,Not specified,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,Not specified,10
2141,10-12-15,BlackBuck,Online Freight Services Aggregator,Not specified,Bangalore,"Tiger Global MaNot specifiedgement, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,Series B,25
2148,10-12-15,Chillr,Peer-to-Peer Money Transfer & Recharge App,Not specified,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,Series A,70
2150,11-12-15,LocalCircles,Citizens Engagement Platform,Not specified,Noida,ANot specifiedd Mahindra,Private Equity,Not specified,0
2151,11-12-15,GetFocus,Indoor Not specifiedvigation & ANot specifiedlytics Solutions,Not specified,Mumbai,Undisclosed investors,Seed Funding,Not specified,0
2152,11-12-15,UrbanClap,Hyperlocal On-Demand Household Services platform,Not specified,Gurugram,Ratan Tata,Private Equity,Not specified,0
2154,11-12-15,Powerstores,ECommerce Website Creation SAAS platform,Not specified,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed Funding,Not specified,0
2156,11-12-15,Intelligent Interfaces,Interface development platform for Government officials,Not specified,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,Yet to Launch platform,0
2153,11-12-15,OnlineRTI,Online RTI application services,Not specified,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,Not specified,0.15
2149,11-12-15,EureQa,Test Automation SAAS platform,Not specified,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,Not specified,0.6
2155,11-12-15,Weddingz.in,Wedding Venues & Vendors Marketplace,Not specified,Mumbai,"Rajan ANot specifieddan, Zoya Akhtar, Reema Kagati, Ruchi Not specifiedrain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,Not specified,1
2158,14-12-15,JetSetGo,Private Jet Bookings Marketplace,Not specified,Bangalore,Puneet Dalmia,Private Equity,Not specified,0
2159,14-12-15,Cabsguru,Cab search Comparison & Booking platform,Not specified,New Delhi,Prashanth RangaNot specifiedthan,Seed Funding,Not specified,0.2
2160,14-12-15,Whoop,Performance Optimization Platform for athletes,Not specified,Boston,Infosys,Private Equity,Series A,3
2157,14-12-15,Capricoast,Modular Furnishings Marketplace,Not specified,Bangalore,"Accel Partners India, RB Investments",Private Equity,Series A,3.5
2161,15-12-15,BookEventz,Event Venue Booking Platform,Not specified,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,Not specified,0
2162,15-12-15,Deal Street Asia,Digital Media Platform,Not specified,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,Not specified,0
2163,15-12-15,Streamoid,visual search and discovery platform,Not specified,Bangalore / Palo Alto,Undisclosed,Seed Funding,Not specified,1
2167,16-12-15,STAGE 3,Online Renting platform,Not specified,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,Not specified,0
2166,16-12-15,MeraDoctor,Virtual Health consultation app,Not specified,Mumbai,Unilazer,Private Equity,Pre-Series A,1.2
2165,16-12-15,Bluebirch,End to End reverse logistics Solution platform,Not specified,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,Not specified,2
2164,16-12-15,Housejoy,Home services marketplace,Not specified,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,Series B,22.5
2170,17-12-15,Eatfresh,Online marketplace for Chef Meals,Not specified,Bangalore,Kalaari Capital,Private Equity,Not specified,0
2169,17-12-15,Springboard,Data Science & UX design Learning platform,Not specified,Bangalore,"Allen Blue, John Katzman, Not specifiedveen Tewari, Kartik HosaNot specifiedgar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,Not specified,1.7
2168,17-12-15,Rivigo,Logistics Services Provider,Not specified,Gurugram,SAIF Partners and others,Private Equity,Series B (includes Debt fiNot specifiedcing),30
2172,18-12-15,Focus Digit,ECommerce platform solutions,Not specified,New Delhi,Turning Ideas,Seed Funding,Not specified,0
2173,18-12-15,The News Minute,Online Media Publication,Not specified,Bangalore,Quintillion Media,Seed Funding,Not specified,0
2174,18-12-15,CBREX,InterNot specifiedtioNot specifiedl Hiring Platform,Not specified,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,Not specified,0.2
2171,18-12-15,Ampere Vehicles,Electric Bike Manufacturers,Not specified,Coimbatore,Kris GopalakrishNot specified & Others,Seed Funding,Not specified,1.2
2175,21-12-15,TruckMandi,Logistics Service Provider Marketplace,Not specified,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Not specifiedthan Advisors",Private Equity,Pre-Series A,2
2177,21-12-15,KOOH Sports,Sports Education Platform,Not specified,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,Series A,2
2176,21-12-15,PepperTap,Hyperlocal Grocery Delivery Service,Not specified,Gurugram,Innoven Capital,Private Equity,part of $40M Series B round,4
2178,22-12-15,RentOnGo,"Bike, Appliances Renting marketplace",Not specified,Bangalore,"ANot specifiedd Chandrasekaran, Rajesh Sawhney, KalpaNot specified Tatavarti, ShivaNot specifieddan Pare",Seed Funding,Not specified,0
2179,22-12-15,IndustryBuying,Online Marketplace for Industrial Goods,Not specified,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi KrishNot specified, Arun Venkatachalam",Seed Funding,Not specified,0
2180,22-12-15,Zapr,Reward points mobile app,Not specified,Gurugram,Dinesh Agarwal,Seed Funding,Not specified,0
2182,22-12-15,PlanetGogo,Content Discovery & reward points platform,Not specified,Gurugram,HT Digital Media Holdings Ltd,Seed Funding,Not specified,0
2184,22-12-15,Doctor Insta,Medical Consultation & Doctor appointment booking platform,Not specified,Gurugram,"Rishi Parti, BrahmaX Ventures",Private Equity,pre-Series A,0.5
2183,22-12-15,Arya.ai,Artificial Intelligence platform,Not specified,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,Series A,0.75
2185,22-12-15,MobieFit,Mobile Fitness App,Not specified,Goa,Medi Assist,Private Equity,Strategic Investment,1
2181,22-12-15,LatestOne,Mobile accessories online store,Not specified,Hyderabad,Palred Technologies Ltd,Private Equity,AdditioNot specifiedl investment from parent company,3
2186,23-12-15,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",Not specified,Mumbai,Vectr Ventures,Private Equity,Not specified,0
2189,23-12-15,CityFurnish,Furniture and appliances rental platform,Not specified,Gurugram,Jitendra Gupta,Seed Funding,Not specified,0
2187,23-12-15,Mech Mocha,Mobile Game development & Design platform,Not specified,Bangalore,"Blume Ventures, Flipkart",Seed Funding,Not specified,1
2188,23-12-15,Shotang.com,B2B eCommerce Marketplace,Not specified,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,Series A,5
2191,24-12-15,Kolabro,Real Estate focused Tech platform,Not specified,Gurugram,"Umang Kumar, Ruchir Arora & others",Seed Funding,Not specified,0
2190,24-12-15,Black White Orange,B2B Merchandize platform,Not specified,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,Not specified,0.303
2192,24-12-15,Canvera,Photographer Online search & booking platform,Not specified,Bangalore,Info Edge (India) Ltd,Private Equity,Not specified,2.2
2194,28-12-15,Bumper,Mobile Car Servicing appointment app,Not specified,Bangalore,SAIF Partners,Seed Funding,Not specified,0.5
2193,28-12-15,Town Essentials,Grocery Delivery platform,Not specified,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,Not specified,1
2195,29-12-15,Hotify,New Curation Mobile App,Not specified,Bangalore,Mahavir Pratap Sharma,Seed Funding,Not specified,0.15
2196,29-12-15,Mobikwik,Mobile Wallet,Not specified,Gurugram,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,AdditioNot specifiedl Funding,6.6
2197,30-12-15,Intelligent Interfaces,Interface development platform for Government officials,Not specified,Bangalore,Yuvraj Singh,Seed Funding,Yet to Launch,0
2005,01-01-16,Smartcooky,ECommerce,Health Food / PersoNot specifiedl Care Marketplace,New Delhi,"Rajan ANot specifieddan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,Not specified,0
2006,01-01-16,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Funding,Not specified,0
2007,04-01-16,DogSpot,ECommerce,Online Pet Store,Gurugram,Ratan Tata,Seed Funding,Not specified,0
2008,04-01-16,Career360,Education,College Education Portal,New Delhi,MeritTrac,Private Equity,Not specified,0
2009,04-01-16,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,"Sequoia Capital, KuNot specifiedl Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,Not specified,6
2010,05-01-16,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahemadabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,Not specified,0
2012,05-01-16,Instaproc,ECommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed Funding,Not specified,0
2011,05-01-16,MyChild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Not specifieddhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,Not specified,0.1
2013,05-01-16,360Ride,Consumer Internet,Ride Sharing platform,Bangalore,Undisclosed,Seed Funding,Not specified,0.15
2014,05-01-16,AlefnMobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,Not specified,5
2015,06-01-16,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,Ratan Tata,Seed Funding,Not specified,0
2016,06-01-16,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurugram,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed Funding,Not specified,0
2019,06-01-16,PlanMyMedicalTrip,Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,Not specified,0.15
2017,06-01-16,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 GaNot specifiedyantrika Systems",Seed Funding,Not specified,0.75
2021,06-01-16,Justdakhila.com,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding,Not specified,0.75
2018,06-01-16,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahemadabad,"Arjun Handa, Amit Jindal, Not specifiedgendra Chaudhary",Private Equity,Not specified,1
2020,06-01-16,MyCity4Kids,Education,Children Education & Information platform,Gurugram,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,Not specified,3
2022,07-01-16,Pitstop,Consumer Internet,Automobile Service Booking App,Bangalore,Myntra/LivSpace Founders,Seed Funding,Not specified,0
2023,07-01-16,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurugram,Undisclosed Investors,Seed Funding,Not specified,0
2025,07-01-16,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,Not specified,0.1
2024,07-01-16,Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed Funding,Not specified,0.16
2026,07-01-16,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurugram,Ctrip.com InterNot specifiedtioNot specifiedl Ltd,Private Equity,Not specified,180
2030,08-01-16,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurugram,Arun Chandra Mohan,Seed Funding,Not specified,0
2029,08-01-16,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,Not specified,0.045
2028,08-01-16,ConfirmTkt,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"KrishNot specified Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, ANot specifiedd Ladsariya, Sanjay Mehta & Others",Seed Funding,Not specified,0.25
2027,08-01-16,Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,Not specified,5
2031,09-01-16,Lumiere,ECommerce,Organic Food eTailer,Bangalore,Undisclosed investors,Private Equity,Not specified,0
2033,11-01-16,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Funding,Not specified,0
2036,11-01-16,FashioNot specifiedblyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,Not specified,0
2035,11-01-16,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,Not specified,1
2032,11-01-16,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurugram,"Not specifiedhata Family, Waheed Alli",Private Equity,Not specified,5.4
2034,11-01-16,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,Not specified,16.5
2038,12-01-16,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",Private Equity,Not specified,0
2040,12-01-16,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,Not specified,0.25
2039,12-01-16,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali, N Squared MaNot specifiedgement LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,Not specified,2.3
2037,12-01-16,Shopclues,ECommerce,ECommerce Marketplace,Gurugram,"GIC, Tiger Global MaNot specifiedgement, Nexus Venture Partners",Private Equity,Not specified,100
2044,13-01-16,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Not specifiedrang",Seed Funding,Not specified,0
2046,13-01-16,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,Not specified,0
2042,13-01-16,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Shiva Ashok & Other unNot specifiedmed investors,Seed Funding,Not specified,0.1
2043,13-01-16,Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Unicorn India Ventures,Seed Funding,Not specified,0.24
2045,13-01-16,Care24,Healthcare,ProfessioNot specifiedl Health Services Platform,Mumbai,"SAIF Partners, India Quotient",Private Equity,Not specified,4
2041,13-01-16,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,Not specified,145
2047,14-01-16,SNot specifiedpshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,Amod Malviya,Seed Funding,Not specified,0
2048,14-01-16,Buildkar,ECommerce,Construction Material Marketplace,Bangalore,"Mustafa Wajid, Umang Kumar & Others",Seed Funding,Not specified,0
2050,14-01-16,Zapr,Technology,TV to Mobile audience Platform,Gurugram,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Not specifiedth, Arihant Patni",Seed Funding,Not specified,0
2049,14-01-16,Orahi,Consumer Internet,Carpooling Mobile App,Gurugram,Indian Angel Network,Seed Funding,Not specified,0.52
2051,15-01-16,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Cipher-Plexus Capital Advisors & Indian HNIs,Private Equity,Not specified,0
2053,15-01-16,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",Seed Funding,Not specified,0
2054,15-01-16,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,Seed Funding,Not specified,0
2055,15-01-16,Jobick,Consumer Internet,Mobile app based Job Search,Noida,AbhiNot specifiedv Mathur,Seed Funding,Not specified,0
2052,15-01-16,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurugram,"Varun KhuraNot specified, Samar Singla, ViNot specifiedy Bansal,",Seed Funding,Not specified,0.2
2056,16-01-16,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed Funding,Not specified,0
2057,18-01-16,Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed Funding,Not specified,0
2058,18-01-16,Kartrocket,Consumer Internet,SAAS DIY ECommerce Platform,New Delhi,"Bertelsmann India Investments, NirvaNot specified Digital India Fund, NirvaNot specified Digital Investment Holding, 500 Startups",Private Equity,Not specified,6
2060,19-01-16,TinyStep,Consumer Internet,Parenting Social Network,Bangalore,Flipkart,Seed Funding,Not specified,0
2061,19-01-16,Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurugram,Ratan Tata,Private Equity,Not specified,0
2062,19-01-16,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,ANot specifiedd Chandrasekaran & Others,Seed Funding,Not specified,0
2065,19-01-16,CollegeDunia,Consumer Internet,EducatioNot specifiedl College Search platform,New Delhi,Umang Kumar,Seed Funding,Not specified,0.445
2063,19-01-16,DailyObjects,ECommerce,Mobile Accessories etailer,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,Not specified,1.4
2066,19-01-16,Villgro,FiNot specifiedce,Social Business Incubator & Fund,ChenNot specifiedi,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,Not specified,3.5
2064,19-01-16,Indus OS,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,Not specified,5
2059,19-01-16,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bangalore,"Harmony Partners, RB Investments & existing investors",Private Equity,Not specified,35
2067,20-01-16,RedDoorz,Consumer Internet,Budget Accomodation Aggregator,New Delhi,500 Startups,Private Equity,Not specified,0
2072,20-01-16,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed Funding,Not specified,0
2071,20-01-16,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai / UK, Business School Seed Fund.,Seed Funding,Not specified,0.04
2068,20-01-16,IndustryBuying,ECommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,Private Equity,Not specified,1.8
2070,20-01-16,IMbesharam,ECommerce,Adult Products Etailers,New Delhi / US,Undisclosed US Based Investors,Private Equity,Not specified,4
2069,20-01-16,Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,Not specified,20
2073,21-01-16,FirstCry,ECommerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,Not specified,0
2074,21-01-16,Fisdom,Consumer Internet,PersoNot specifiedl FiNot specifiedce Mobile App,Bangalore,Rob Chandra,Seed Funding,Not specified,0.5
2075,21-01-16,Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,Not specified,2.2
2077,21-01-16,CREO,Technology,Smartphone OS Developer,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, ANot specifiedd Chandrasekaran",Private Equity,Not specified,3
2076,21-01-16,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Corp,Private Equity,Not specified,15
2079,22-01-16,Little,Consumer Internet,Deal Discovery App,Bangalore,GIC,Private Equity,Not specified,0
2081,22-01-16,Qlivery,Consumer Internet,on-demand concierge services,Gurugram,Chandigarh Angels Funding,Seed Funding,Not specified,0
2082,22-01-16,PlexusMD,Consumer Internet,Social Network for Healthcare ProfessioNot specifiedls,Ahemadabad,"Arihant Patni, Avnish Mehra, PraNot specifiedy Adhvaryu, Ravi Sampat",Seed Funding,Not specified,0
2086,22-01-16,Gajty,Healthcare,Salons & Spa Chain,Gurugram,Purvi Ventures,Seed Funding,Not specified,0
2078,22-01-16,ShabdaNot specifiedgari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed Funding,Not specified,0.2
2083,22-01-16,Silvan Innovation Labs,Technology,Home Automation & Security Solutions,Bangalore,The ChenNot specifiedi Angels,Seed Funding,Not specified,0.515
2080,22-01-16,SNot specifiedpbizz,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,Not specified,7.2
